CustomerState;CustomerSurname;CustomerFirstname;NumberOfTransactions;MinAmount;MaxAmount;AverageAmount;SumOfAmounts
Alabama;Zobkiro;Stacey;6;20.92;952.53;515.25;3091.50
Alabama;Zubal;Gemma;2;481.88;943.39;712.63;1425.27
Alabama;Zubal;Leman;6;184.51;863.71;630.27;3781.64
Alabama;Zugar;Maudie;7;99.47;898.16;549.78;3848.44
Alaska;Abravaya;Marin;3;721.36;996.26;895.52;2686.55
Alaska;Acevedo;Brooke;6;71.62;797.12;408.17;2449.01
Alaska;Acevedo;Joanne;4;226.37;916.96;584.50;2337.98
Alaska;Adkinson;Biship;7;67.18;914.01;411.54;2880.79
Alaska;Agnew;Tomas;8;36.78;738.09;409.43;3275.44
Alaska;Aldred;Ron;7;208.74;932.39;469.76;3288.32
Alaska;Alencastre;Kristin;6;243.25;984.06;648.88;3893.29
Alaska;Ames;Francisca;5;194.47;964.98;667.93;3339.64
Alaska;Amidei;Emilia;2;36.66;290.66;163.66;327.32
Alaska;Ammann;Kathey;6;568.87;896.50;754.70;4528.19
Alaska;Anderson;Cathy;3;362.98;658.19;493.93;1481.79
Alaska;Angypas;Quintin;7;38.11;981.71;524.37;3670.56
Alaska;Aochi;Hilda;5;69.12;929.14;583.18;2915.90
Alaska;Archuletta;Ben;4;408.47;668.93;535.98;2143.93
Alaska;Arko;Jon;3;667.96;993.19;865.52;2596.56
Alaska;Attiga;Milton;6;215.96;925.19;535.94;3215.66
Alaska;Avalos;Dnesa;6;24.35;719.61;471.12;2826.73
Alaska;Babel;Joe;5;35.02;579.19;294.45;1472.27
Alaska;Bacugalupi;Ariana;1;894.58;894.58;894.58;894.58
Alaska;Baker;Cathey;2;663.38;714.27;688.83;1377.65
Alaska;Balestrery;Tamara;4;182.61;522.79;391.34;1565.34
Alaska;Balsamo;Suet-fun;6;64.87;986.19;436.78;2620.65
Alaska;Battistelli;Melvin;2;645.74;810.77;728.25;1456.51
Alaska;Bauman;Huie Nook Yen;7;136.24;965.71;481.57;3371.02
Alaska;Bautista;Vernon;5;33.19;734.66;406.89;2034.43
Alaska;Beckby;Mylene;7;56.32;958.17;577.75;4044.24
Alaska;Bental;Henry;1;620.49;620.49;620.49;620.49
Alaska;Bernard;Kandi;6;30.73;751.69;329.28;1975.65
Alaska;Bill;Markeaus;4;228.91;629.94;423.97;1695.86
Alaska;Bjork;Theresqa;8;62.36;854.47;490.34;3922.76
Alaska;Blackwell;Bernard;10;112.35;745.57;406.08;4060.76
Alaska;Bliss;Glenys;13;54.16;729.78;399.59;5194.67
Alaska;Blue;Tommie;6;99.94;869.57;535.95;3215.71
Alaska;Bockser;Broamma;7;213.70;865.36;630.13;4410.90
Alaska;Boje;Danetta;5;174.69;896.28;605.83;3029.14
Alaska;Bollacker;Bertie;4;155.55;853.37;535.39;2141.55
Alaska;Bonicelli;Fereshteh;7;49.33;978.08;540.58;3784.03
Alaska;Boudreaux;Rosemarie;8;253.16;948.91;485.38;3883.04
Alaska;Bradshaw, Jr.;Joaquin;9;376.12;929.81;592.11;5328.98
Alaska;Brafford;Emmett;1;589.55;589.55;589.55;589.55
Alaska;Brekke;Wilma;6;162.70;892.01;536.31;3217.88
Alaska;Brener;Felipe;6;131.40;814.43;300.02;1800.14
Alaska;Brophy;Eliza;5;199.59;949.72;518.47;2592.37
Alaska;Brumfiled;Bertie;5;223.43;986.78;620.91;3104.55
Alaska;Brummett;Pattie;6;187.96;925.46;572.16;3432.95
Alaska;Bruzzone;Rhonda;7;31.01;949.78;337.43;2361.98
Alaska;Brydum;Sheree;5;102.67;925.00;564.14;2820.68
Alaska;Bublitz;Nick;7;113.37;947.10;438.71;3071.00
Alaska;Buck;Sharron;5;89.12;780.50;544.85;2724.24
Alaska;Bucker;Leticia;5;103.90;995.45;549.26;2746.29
Alaska;Bucker;Shayla;4;33.08;610.08;298.78;1195.10
Alaska;Bullene;Joe;5;538.52;695.18;623.29;3116.44
Alaska;Bunch;Bertie;5;51.73;762.38;439.65;2198.25
Alaska;Butler;Alexander;4;141.38;885.74;420.02;1680.09
Alaska;Calkins;Christoper;3;744.22;955.72;846.04;2538.13
Alaska;Campanile;Shelly;7;192.43;983.77;555.11;3885.79
Alaska;Cardoso;Marylou;4;289.27;961.95;525.02;2100.10
Alaska;Cardoso;Merced;1;288.87;288.87;288.87;288.87
Alaska;Carlock;Garilyn;6;169.49;952.03;510.35;3062.13
Alaska;Carlock;Hermon;9;86.31;767.67;427.53;3847.73
Alaska;Carothers;Jeanene;5;56.20;858.67;536.69;2683.47
Alaska;Carrasco;Blanche;5;54.26;991.13;525.80;2629.02
Alaska;Carrillo;Lejeana;8;33.08;910.76;559.80;4478.39
Alaska;Carstensen;Leah;8;159.98;873.31;560.82;4486.56
Alaska;Carvajal;Bertram;7;106.29;792.95;400.59;2804.16
Alaska;Catalano;Elsie;7;173.54;548.64;272.12;1904.83
Alaska;Catlin;Marinell;7;184.94;943.67;565.24;3956.68
Alaska;Cavior;Angella;2;93.89;927.35;510.62;1021.24
Alaska;Ceballos;Rachel;8;142.99;959.74;550.06;4400.49
Alaska;Celosse;Lucile;6;58.22;814.22;456.97;2741.80
Alaska;Chambers;Melody;4;78.24;472.03;299.23;1196.93
Alaska;Chaney;Edith;3;161.68;462.58;341.50;1024.51
Alaska;Cheney;Barry;8;32.03;893.95;398.11;3184.85
Alaska;Childers;Josef;4;200.48;586.81;403.09;1612.37
Alaska;Chitwood;Eve;3;124.99;781.99;405.50;1216.51
Alaska;Churchfield;Chuakay;7;100.25;657.42;365.24;2556.68
Alaska;Cipolla;Lila;2;127.47;619.31;373.39;746.78
Alaska;Claypole;A. Joyce;6;518.46;949.70;741.46;4448.78
Alaska;Cobbs;Sadie;3;29.77;777.58;308.55;925.66
Alaska;Cogburn;Rob;9;64.42;885.05;373.43;3360.85
Alaska;Colvin;Yumiko;7;34.97;976.35;369.87;2589.09
Alaska;Combs;Ruby Kaye;7;145.75;875.29;514.14;3598.97
Alaska;Cortese;Cameel;3;779.02;976.39;863.65;2590.94
Alaska;Coter;Roselie;3;299.36;951.52;526.66;1579.99
Alaska;Crane;Leon;3;263.24;970.36;562.64;1687.93
Alaska;Creech;Debra;3;79.29;411.16;234.86;704.58
Alaska;Crega;Cameel;6;88.61;936.34;420.61;2523.68
Alaska;Crosby;Clara;7;39.40;892.29;534.43;3740.98
Alaska;Crotto;Danielle;4;69.10;932.65;611.73;2446.93
Alaska;Cuccia;Norma;4;489.43;859.68;690.34;2761.36
Alaska;Dabit;Jame;5;180.81;960.40;518.97;2594.86
Alaska;Daroca;Blanche;6;487.26;983.85;781.33;4688.00
Alaska;Daroca;Lisa;4;62.21;677.57;477.55;1910.20
Alaska;DeHaven;Herve;3;575.38;892.38;780.20;2340.60
Alaska;Deborde;Francine;5;32.24;918.99;380.47;1902.35
Alaska;Delarber;Howard;5;89.73;815.40;495.92;2479.58
Alaska;Denton;Theo;5;164.23;689.57;470.68;2353.41
Alaska;Dismuke;Gary;3;741.56;873.78;824.44;2473.33
Alaska;Dittmar;Santosh;7;277.02;860.63;673.52;4714.65
Alaska;Dolzanie;Tandy;3;232.69;808.73;584.38;1753.15
Alaska;Dominica;Harriet;8;393.81;933.59;603.52;4828.13
Alaska;Doose;Bill;7;108.02;995.53;524.73;3673.08
Alaska;Dorenkamp;Lester;4;46.92;857.72;521.66;2086.64
Alaska;Dowdy;Juanita;9;194.66;932.81;538.96;4850.64
Alaska;Dwier;Kamal;2;334.38;992.61;663.50;1326.99
Alaska;Dykstra;Madge;6;150.39;827.48;521.69;3130.13
Alaska;Eberle;Sierra;6;138.53;798.49;550.71;3304.24
Alaska;Eddy;Michael John;3;312.04;891.57;577.30;1731.91
Alaska;Esquivel;Monique;5;132.12;939.67;538.47;2692.34
Alaska;Estes;Gunda;2;60.31;66.18;63.25;126.49
Alaska;Estes;M. Jennifer;1;156.16;156.16;156.16;156.16
Alaska;Estrada;Zachariah;2;200.68;511.22;355.95;711.90
Alaska;Fehrle;Ed;8;30.75;967.09;680.57;5444.54
Alaska;Filson;Doralee;12;50.94;855.83;370.40;4444.81
Alaska;Fisher;Yaakov;10;165.34;992.91;714.20;7142.01
Alaska;Fornall;Todd;2;900.90;950.15;925.52;1851.05
Alaska;Fraysur;Thaddaeus;4;134.30;761.04;413.59;1654.35
Alaska;Freeman;Tiffany;3;673.20;926.27;774.01;2322.03
Alaska;Fultone;Vandella;4;154.88;608.33;372.48;1489.90
Alaska;Gallegos;Victoria;7;160.71;918.25;614.47;4301.30
Alaska;Gandette;Trina;6;42.24;757.82;432.65;2595.92
Alaska;Garner;Dallas;6;244.66;872.85;571.46;3428.76
Alaska;Gelabert;Dora;6;59.94;964.79;525.76;3154.55
Alaska;Ghee;Shandi;4;104.29;928.27;500.18;2000.72
Alaska;Gimmi;Perpetua;5;223.84;710.54;498.78;2493.90
Alaska;Grando;Angelina;1;98.78;98.78;98.78;98.78
Alaska;Graves;Inez;3;537.33;613.27;567.25;1701.76
Alaska;Greeley;Elliott;6;109.28;915.66;572.63;3435.77
Alaska;Griffin;Suzann;2;126.85;831.69;479.27;958.54
Alaska;Gunther;Percy;6;160.92;949.98;537.59;3225.52
Alaska;Gutierez;Ira;6;296.83;867.52;609.47;3656.80
Alaska;Hanavan;Vangie;2;327.46;755.09;541.27;1082.55
Alaska;Hanks;Franklin;4;220.94;779.10;553.00;2211.99
Alaska;Hanold;Nattie;4;177.31;817.39;479.68;1918.71
Alaska;Hanson;Dawn;5;133.30;757.85;435.14;2175.69
Alaska;Harding;Barri;6;126.10;971.69;544.64;3267.83
Alaska;Harrison;Pacita;6;213.35;842.37;626.25;3757.53
Alaska;Harrod;Mary;3;224.68;598.32;444.68;1334.04
Alaska;Harshell;Nic;3;176.85;638.23;378.16;1134.49
Alaska;Hasty;Mickey;5;45.47;797.27;413.25;2066.27
Alaska;Hathaway;Kali;5;86.47;910.79;559.14;2795.70
Alaska;Hensley;Maeve;4;179.96;806.66;501.18;2004.73
Alaska;Hild;Mabel;5;85.31;929.15;581.28;2906.40
Alaska;Hilderman;Tricia;5;139.74;860.90;389.10;1945.48
Alaska;Hinkle;Lateefah;8;90.09;998.60;663.65;5309.21
Alaska;Hishmeh;Suzanna;7;56.77;901.43;515.24;3606.70
Alaska;Holcomb;Jodi;6;478.62;872.66;727.33;4364.00
Alaska;Hollinshed;Fabian;6;160.21;943.61;685.10;4110.61
Alaska;Hood;Jose;3;348.98;687.10;481.53;1444.58
Alaska;Horine;Alanna;4;255.41;819.61;562.75;2251.01
Alaska;Hoskins;Dorene;3;488.80;987.74;710.31;2130.94
Alaska;Houseman;Art;3;294.66;315.62;308.09;924.28
Alaska;Hubert;Crystal;3;318.01;861.11;646.47;1939.41
Alaska;Hurst;June;5;104.22;910.81;642.79;3213.96
Alaska;Hutton;Brigid;4;159.48;716.73;399.13;1596.53
Alaska;Ireland;Eulene;8;141.79;874.40;521.64;4173.16
Alaska;Ireland;Maeve;1;977.92;977.92;977.92;977.92
Alaska;Irving;Elliott;6;135.07;929.04;604.64;3627.86
Alaska;Jameson;Lorence;4;501.61;975.62;747.06;2988.22
Alaska;Janusiewicz;Dianna;2;111.62;346.35;228.99;457.97
Alaska;Joyce;Lucille;2;320.54;801.27;560.90;1121.81
Alaska;Judiscak;F. Keith;3;446.67;575.52;528.72;1586.16
Alaska;June;Corrie;10;285.40;887.74;466.86;4668.62
Alaska;Kabbes;Hakma;6;263.17;893.70;645.73;3874.39
Alaska;Kalivoda;Akram;6;45.66;950.84;529.32;3175.92
Alaska;Kasimir;Jose;8;90.16;843.65;449.19;3593.49
Alaska;Kassab;Ben;6;266.74;892.57;519.01;3114.06
Alaska;Keiser;Jo;7;45.59;966.26;634.24;4439.65
Alaska;Keith;May;5;405.95;744.37;572.61;2863.04
Alaska;Kerrigan;Sunne;4;291.63;902.75;611.73;2446.91
Alaska;Kintner;Aida;8;112.29;937.41;525.67;4205.38
Alaska;Kish;Leslye;4;109.32;850.95;542.90;2171.61
Alaska;Koseck;Wildon;5;175.57;900.79;555.05;2775.27
Alaska;Kotc;Alfred;7;112.05;986.09;485.47;3398.30
Alaska;Kottenstette;Hezzie;3;554.50;556.52;555.84;1667.51
Alaska;Kroll;Henry;3;75.05;768.46;382.86;1148.57
Alaska;Lange;Deanne;7;40.05;990.87;364.38;2550.66
Alaska;Lansing;Aimee;5;124.76;949.07;545.02;2725.11
Alaska;Lawson;Alphonse;4;30.64;868.16;422.98;1691.91
Alaska;Leach;Donny;3;111.38;853.08;538.10;1614.29
Alaska;Lefebvre;Sara;2;30.36;788.48;409.42;818.84
Alaska;Lilley;Yehoshua;8;155.95;975.05;639.46;5115.66
Alaska;Linder;Marylou;8;78.06;987.62;404.22;3233.78
Alaska;Livingston;Esmeralda;5;21.77;340.56;174.51;872.57
Alaska;Lof;Cassandra;4;212.53;996.14;598.68;2394.72
Alaska;Lough;Saje;2;629.74;712.09;670.91;1341.83
Alaska;Lovato;Eyra;5;444.14;889.99;683.05;3415.25
Alaska;Lucariello;Fe;2;77.74;743.42;410.58;821.16
Alaska;Lyndon;Clarice;2;127.53;489.01;308.27;616.54
Alaska;Madden;Gautam;10;42.23;734.78;460.52;4605.18
Alaska;Maggard;Emily;6;78.73;935.35;531.59;3189.55
Alaska;Mahan;Helene;4;90.14;945.18;454.14;1816.56
Alaska;Mallory;Charity;3;145.85;926.48;593.32;1779.95
Alaska;Manke;Blain;6;167.72;816.06;460.42;2762.53
Alaska;Mann;Hermon;3;602.50;817.48;684.30;2052.91
Alaska;Marcotte;Ramiro;4;185.81;754.35;504.13;2016.52
Alaska;Masterson;Dori;2;480.30;864.91;672.61;1345.21
Alaska;Mastin;Lucile;5;147.65;584.43;425.72;2128.62
Alaska;Mastreno;Lyla;3;177.21;803.38;460.99;1382.96
Alaska;Maxham;Robrt;2;425.18;850.20;637.69;1275.38
Alaska;McCool;Wes;5;86.34;825.70;525.86;2629.30
Alaska;McCown;Lianna;4;62.03;990.11;459.05;1836.20
Alaska;McGin;Regina;2;236.66;390.35;313.50;627.01
Alaska;McMurray;Kristin;8;129.77;639.63;460.44;3683.49
Alaska;Mckinley;Darlyn;8;44.11;629.68;347.67;2781.36
Alaska;Meddles;Jose;3;244.04;679.46;452.72;1358.15
Alaska;Megel;Tifani;7;80.87;780.32;448.70;3140.90
Alaska;Mendonca;Peffy;6;175.33;782.16;419.34;2516.03
Alaska;Mighaud;Diane;7;143.51;990.12;656.64;4596.50
Alaska;Milusnic;Bambi;2;30.25;62.31;46.28;92.56
Alaska;Minsky;Veola;8;244.75;850.01;531.40;4251.23
Alaska;Morgan;Codileigh;4;581.60;973.61;776.16;3104.62
Alaska;Morus;Candy;10;199.58;992.84;566.62;5666.18
Alaska;Moschelli;Onsby;5;261.95;909.57;675.82;3379.08
Alaska;Moss;Janelle;9;51.34;905.80;465.53;4189.77
Alaska;Naugler;Jamie;6;217.11;990.11;697.92;4187.51
Alaska;Nichols;Felicia;3;157.95;784.13;556.59;1669.76
Alaska;Nickels;Sam;4;224.42;885.76;651.59;2606.35
Alaska;Noguera;Angel;5;113.52;932.81;351.38;1756.89
Alaska;Noguera;Rachel;4;446.83;913.75;731.23;2924.92
Alaska;Nolen;Leslie;6;256.64;934.14;605.42;3632.52
Alaska;Norris;Sherman;7;27.78;977.26;382.26;2675.85
Alaska;OGrady;Ida;5;439.67;874.21;610.21;3051.07
Alaska;Oneill;Louella;9;150.70;941.03;582.67;5244.01
Alaska;Osborne;Elvera;5;194.03;882.92;458.55;2292.75
Alaska;Otter;Lena;2;181.51;764.89;473.20;946.40
Alaska;Pacioretty;Gavin;4;174.87;734.22;422.34;1689.37
Alaska;Panton;Mosha;6;56.23;849.73;339.52;2037.12
Alaska;Parez;Tammerra;2;443.37;564.31;503.84;1007.68
Alaska;Patterson;Kindra;4;135.03;728.24;474.80;1899.20
Alaska;Patton;Kevin;5;65.99;834.26;577.01;2885.05
Alaska;Paul;Aubrey;3;152.42;810.53;499.43;1498.30
Alaska;Pelcher;Niki;5;411.05;954.75;703.09;3515.43
Alaska;Piasecki;Angeline;7;43.91;864.68;558.05;3906.36
Alaska;Piasecki;Eran;5;30.85;783.73;442.37;2211.83
Alaska;Pickering;Nyya;2;294.21;523.27;408.74;817.48
Alaska;Pietsch;Christopher;5;46.65;968.03;435.37;2176.85
Alaska;Pillatzki;Denyse;4;37.01;813.63;320.45;1281.82
Alaska;Porcella;Paula;2;635.88;991.02;813.45;1626.90
Alaska;Posa;Delbert;2;365.62;514.06;439.84;879.68
Alaska;Preffer;Jay;5;24.05;931.66;467.01;2335.06
Alaska;Pucell;Vivian;4;25.23;632.24;414.30;1657.21
Alaska;Ragulsky;M.;3;83.29;975.99;396.29;1188.86
Alaska;Ramer;Kali;5;455.99;900.92;652.64;3263.21
Alaska;Realino;Troy;8;127.33;907.78;604.81;4838.45
Alaska;Rebhun;Ramiro;2;243.21;652.38;447.80;895.59
Alaska;Reeley;Emmitt;1;970.91;970.91;970.91;970.91
Alaska;Rife;Rae;7;85.68;839.04;547.68;3833.74
Alaska;Riggio;Ceaser;6;402.12;931.71;734.24;4405.43
Alaska;Rivera;Ryan;1;928.93;928.93;928.93;928.93
Alaska;Rizley;Bethe;3;721.83;923.17;850.59;2551.77
Alaska;Robbins;Leigha;3;807.37;993.58;892.47;2677.42
Alaska;Roberts;Brandy;4;82.91;832.05;405.93;1623.74
Alaska;Rogers;Christine;6;20.87;996.16;625.71;3754.25
Alaska;Romero;Cheyrl;4;174.41;696.28;411.28;1645.12
Alaska;Rote;Jim;1;184.83;184.83;184.83;184.83
Alaska;Rovere;Bettie;7;113.37;964.63;406.27;2843.90
Alaska;Rubin;Laureen;4;215.30;839.88;487.00;1948.01
Alaska;Rustay;Sabrina;10;74.49;973.06;501.18;5011.80
Alaska;Saurerveirn;Sandi;7;39.41;919.24;492.49;3447.43
Alaska;Sayers;Ruth;4;521.96;807.38;618.65;2474.61
Alaska;Saylor;Carolyn;8;289.56;949.38;612.05;4896.41
Alaska;Schaidt;Roslyn;2;374.69;936.51;655.60;1311.20
Alaska;Schaub;Marlies;5;344.35;963.99;640.85;3204.24
Alaska;Schoedel;Sunne;9;88.15;937.42;497.39;4476.50
Alaska;Schwairy;Harriett;1;38.91;38.91;38.91;38.91
Alaska;Scroggins;Christopher;6;44.56;885.80;510.25;3061.51
Alaska;Sears;Arjeet;4;145.18;981.33;454.65;1818.58
Alaska;Seiler;Diane;4;24.61;971.69;404.95;1619.79
Alaska;Senick;Lea;3;434.62;708.84;581.91;1745.72
Alaska;Several;Pearle;4;135.81;813.86;558.65;2234.59
Alaska;Shaffett;Marialice;4;46.63;890.29;382.41;1529.66
Alaska;Sharp;Maurice;5;37.11;680.85;378.92;1894.62
Alaska;Shatswell;Lamont;4;142.48;866.62;561.89;2247.58
Alaska;Shields;Percy;8;556.33;986.15;759.38;6075.01
Alaska;Shobe;Daryl;7;524.93;942.19;728.85;5101.94
Alaska;Sikes;Sally;2;244.68;863.18;553.93;1107.86
Alaska;Simmers;Elaine;5;22.41;834.00;363.46;1817.32
Alaska;Simpkins;Sierra;5;391.48;853.50;625.72;3128.62
Alaska;Snyder;Alfred;2;881.96;969.68;925.82;1851.64
Alaska;Solarz;Zeev;6;350.83;806.75;472.88;2837.31
Alaska;Sorensen;Leeann;5;129.69;777.54;502.80;2514.01
Alaska;Spaulding;Hewitt;7;108.26;944.99;669.39;4685.71
Alaska;Specht;Merle;4;116.01;499.53;346.64;1386.56
Alaska;Spiros;Keren;4;707.68;951.82;797.37;3189.46
Alaska;Spolasso;S. Gayle;4;192.66;650.70;396.09;1584.38
Alaska;Springate;Nora;9;99.00;930.58;539.07;4851.60
Alaska;Sproul;Branwen;6;273.12;742.56;499.83;2999.01
Alaska;Spycher;Brandon;3;34.33;997.73;649.63;1948.89
Alaska;Stadfey;Kristen;9;158.83;918.47;586.96;5282.60
Alaska;Stafforini;Marion;1;478.94;478.94;478.94;478.94
Alaska;Stallsworth;Raliegh;5;229.45;807.09;493.39;2466.94
Alaska;Stanz;Ole;4;169.29;545.59;327.22;1308.88
Alaska;Starich;Theo;3;259.58;742.38;553.50;1660.49
Alaska;Steinberg;Mavis;8;146.08;922.50;424.27;3394.13
Alaska;Steinke;Luis;6;126.77;938.60;462.48;2774.91
Alaska;Stern;Gretchen;5;190.00;955.97;436.84;2184.22
Alaska;Stilfield;J. Brent;1;37.40;37.40;37.40;37.40
Alaska;Stockham;Zina;4;36.97;600.65;221.11;884.44
Alaska;Stoddard;Cameel;1;427.41;427.41;427.41;427.41
Alaska;Stolberg;Erre;5;140.31;619.21;287.35;1436.73
Alaska;Stolberg;Py;8;49.23;962.50;379.89;3039.09
Alaska;Stovall;S. Inga;6;542.70;978.97;712.13;4272.78
Alaska;Strange;Lynda;4;368.39;896.50;608.89;2435.57
Alaska;Stratton;Vonetta;4;233.63;866.36;591.94;2367.75
Alaska;Straub;Julia;3;322.23;417.45;363.51;1090.54
Alaska;Strauh;Delores;4;148.47;879.20;654.18;2616.73
Alaska;Strauss;Teuvo;8;35.37;969.40;471.86;3774.91
Alaska;Stubbs;Rich;4;21.54;984.24;616.61;2466.44
Alaska;Styles;Li Mei;5;79.27;754.01;374.86;1874.31
Alaska;Styles;Ragan;8;40.98;988.94;550.59;4404.76
Alaska;Sumdstrom;Juliet;5;323.20;953.66;590.25;2951.24
Alaska;Surniak;Ruby Sue;5;96.46;968.49;521.61;2608.05
Alaska;Sutherland;Kathaleen;6;139.22;738.79;501.81;3010.88
Alaska;Suttich;Guillermo;4;450.80;854.65;660.15;2640.60
Alaska;Sweazey;Eulene;1;381.91;381.91;381.91;381.91
Alaska;Sweeney;Akram;2;322.18;559.31;440.75;881.49
Alaska;Swinford;Karie;5;183.77;989.55;498.90;2494.50
Alaska;Tafoya;Debora;6;80.09;866.74;375.98;2255.88
Alaska;Tallman;Jake;10;156.21;876.17;431.35;4313.50
Alaska;Tankhilevich;Shandean;6;71.42;808.19;496.21;2977.25
Alaska;Tedford;Vina;8;310.25;976.03;639.52;5116.15
Alaska;Templeton;Joye;4;158.16;933.80;576.05;2304.21
Alaska;Terhorst;Son;9;157.55;908.70;591.55;5323.97
Alaska;Thayer;Lucia;6;217.04;902.70;609.02;3654.13
Alaska;This;Bobby;4;442.14;883.65;617.78;2471.13
Alaska;Thoma;Jim;3;164.26;754.73;376.64;1129.92
Alaska;Thomas;Danae;5;603.10;916.44;781.62;3908.09
Alaska;Thruman;Chaillot;3;317.37;695.77;554.38;1663.13
Alaska;Tikotsky;Allen;6;391.23;908.43;634.33;3805.96
Alaska;Tikotsky;Lauri;5;109.86;924.32;536.45;2682.23
Alaska;Tiutin;Alinor;6;171.12;969.11;436.79;2620.72
Alaska;Todero;Aguido;10;107.17;870.16;502.57;5025.67
Alaska;Toevs;Leoncio;4;193.64;370.98;310.45;1241.79
Alaska;Tolson;Rosalie;10;87.55;933.73;564.44;5644.39
Alaska;Tolton;Twanna;7;299.83;968.91;776.91;5438.35
Alaska;Tompach;Felicia;4;110.25;953.85;561.46;2245.83
Alaska;Trach;Sheri;6;66.15;648.21;259.97;1559.84
Alaska;Traube;Hana;9;37.88;866.22;517.16;4654.46
Alaska;Tremmel;Glaudeana;3;38.63;224.09;110.61;331.82
Alaska;Triebel;Kyley;2;237.31;238.88;238.09;476.19
Alaska;Truong;Rudolph;4;478.20;735.53;626.44;2505.75
Alaska;Tu;Raul;5;120.10;967.75;583.38;2916.90
Alaska;Turnure;Vina;10;28.77;899.71;399.31;3993.12
Alaska;Tuszynski;Eunice;9;39.95;791.20;379.05;3411.44
Alaska;Ure;Pamala;6;80.40;891.78;429.12;2574.73
Alaska;Valeska;Nestor;2;194.79;852.62;523.71;1047.41
Alaska;Van Donkkenburg;Lucia;6;163.06;732.82;478.41;2870.47
Alaska;Van Duyn;Zoey;5;435.45;960.03;770.88;3854.40
Alaska;Van Katwyk;Atha;6;274.85;949.45;549.69;3298.12
Alaska;Van Ness;Barbara;8;56.21;846.51;507.34;4058.72
Alaska;Van Ness;Suzann;3;528.01;850.36;673.36;2020.09
Alaska;Vanderhoof;Edmund;3;271.84;880.80;599.86;1799.59
Alaska;Vanderslice;Chandria;7;116.30;751.84;394.29;2760.00
Alaska;Vanhock;Dianna;6;450.15;985.34;716.79;4300.74
Alaska;Vanotterloo;French;4;22.46;942.50;547.49;2189.96
Alaska;Vansant;Nicholas;4;346.68;696.68;508.48;2033.90
Alaska;Varney;Phil;3;817.05;941.77;890.31;2670.94
Alaska;Vellos;April;10;43.64;787.58;389.40;3893.98
Alaska;Verdin;Annamarie;4;288.25;817.11;569.08;2276.30
Alaska;Vernon;Geneva;4;357.51;649.53;488.09;1952.36
Alaska;Viellieux;Salvator;2;34.83;616.06;325.44;650.89
Alaska;Vigil;J. Kathleen;1;806.77;806.77;806.77;806.77
Alaska;Viramontes;Rich;6;22.59;879.83;437.89;2627.33
Alaska;Voeltz;Hermon;4;300.74;854.50;591.37;2365.48
Alaska;Voerge;Brett;8;23.79;891.85;447.36;3578.86
Alaska;Voerge;Miles;6;125.33;884.91;618.72;3712.29
Alaska;Von Breymann;Coletta;3;556.27;755.35;674.14;2022.42
Alaska;Wacklin;Martha;6;37.46;985.51;596.81;3580.87
Alaska;Walker;Roland;8;74.85;853.57;445.12;3560.98
Alaska;Waller;Natasha;5;183.23;938.52;530.36;2651.82
Alaska;Waltman;Angeline;1;47.73;47.73;47.73;47.73
Alaska;Weber;Foster;6;30.15;981.33;440.65;2643.89
Alaska;Weidoff;Dea;3;172.35;504.51;341.60;1024.79
Alaska;Weidoff;Khristy;7;36.48;582.29;353.33;2473.29
Alaska;Weintraub;Laura;5;145.20;809.04;381.18;1905.89
Alaska;Welch;Manuel;7;21.95;801.96;527.99;3695.94
Alaska;Werts;Lemoyne;3;296.89;952.21;693.08;2079.24
Alaska;Wesley;Alice;5;162.20;916.55;585.96;2929.78
Alaska;Westmacott;Audrene;11;85.73;968.19;563.19;6195.07
Alaska;Whalen;Ordean;8;81.79;692.02;390.16;3121.26
Alaska;Wheat;Guy;3;57.04;777.32;369.70;1109.10
Alaska;Whelchel;Homer;3;302.17;839.07;635.65;1906.95
Alaska;Whelply;Bowan;3;205.15;762.10;429.00;1287.01
Alaska;Whetstone;Clark;6;200.61;820.91;436.27;2617.62
Alaska;Whiting;Lindsey;6;80.76;738.99;395.88;2375.28
Alaska;Wickham;Lorayne;5;56.55;916.10;655.48;3277.38
Alaska;Wight;April;5;27.63;999.03;697.69;3488.44
Alaska;Wittenberg;Danielle;7;143.63;948.41;540.10;3780.70
Alaska;Wojcik;Marlowe;5;568.08;943.80;766.94;3834.70
Alaska;Woodruff;Karma;5;468.82;963.63;731.02;3655.10
Alaska;Woodward;Homer;4;695.13;842.11;766.47;3065.89
Alaska;Worthington;Suzette;3;299.34;649.22;434.96;1304.88
Alaska;Wortman;Louis;6;79.32;700.57;383.47;2300.82
Alaska;Yagodich;Elsabel;6;37.15;458.23;235.90;1415.42
Alaska;Yost;Isabella;6;53.35;881.44;447.30;2683.80
Alaska;Zarah;Viva;6;49.91;905.18;427.60;2565.62
Alaska;Zeller;Beatrix;5;101.03;805.69;470.83;2354.15
Alaska;Zeretzke;Bobb;8;212.05;857.29;515.93;4127.46
Arizona;Achey;Melissa;7;130.91;961.55;526.88;3688.16
Arizona;Aguilar;Guillermo;5;29.57;956.82;453.42;2267.12
Arizona;Ahlberg;Lille;1;109.28;109.28;109.28;109.28
Arizona;Akiyama;Timothy;5;240.65;859.30;535.58;2677.91
Arizona;Aldrich;Shandean;10;136.71;916.73;611.75;6117.47
Arizona;Alstorn;Florianne;3;478.86;871.96;664.41;1993.23
