EmployeeSurname;EmployeeFirstname;CustomerState;NumberOfTransactions;MinAmount;MaxAmount;AverageAmount;SumOfAmounts
Bacigalupi;Ashley;Wyoming;8;57.26;840.52;493.21;3945.69
Baczynski;Amanda;Alabama;12;53.66;941.42;512.36;6148.27
Baczynski;Amanda;Alaska;6;89.73;816.81;538.23;3229.40
Baczynski;Amanda;Arizona;7;22.99;904.74;297.45;2082.18
Baczynski;Amanda;Arkansas;9;258.51;817.11;565.18;5086.60
Baczynski;Amanda;California;7;122.43;861.40;485.01;3395.07
Baczynski;Amanda;Colorado;17;27.49;996.09;511.14;8689.37
Baczynski;Amanda;Connecticut;4;36.28;629.33;302.88;1211.54
Baczynski;Amanda;Delaware;9;71.05;762.47;458.60;4127.37
Baczynski;Amanda;Florida;8;197.75;939.74;497.22;3977.75
Baczynski;Amanda;Georgia;9;144.43;950.83;581.59;5234.27
Baczynski;Amanda;Hawaii;11;27.52;948.47;477.71;5254.79
Baczynski;Amanda;Idaho;6;84.26;604.83;383.90;2303.42
Baczynski;Amanda;Illinois;13;61.23;966.46;449.74;5846.68
Baczynski;Amanda;Indiana;7;35.41;863.17;318.88;2232.15
Baczynski;Amanda;Iowa;6;78.88;583.74;283.90;1703.41
Baczynski;Amanda;Kansas;9;22.68;861.67;557.68;5019.12
Baczynski;Amanda;Kentucky;11;35.48;656.72;336.29;3699.18
Baczynski;Amanda;Louisiana;4;118.96;788.33;455.24;1820.95
Baczynski;Amanda;Maine;7;194.69;936.50;511.25;3578.78
Baczynski;Amanda;Maryland;6;27.35;998.68;488.35;2930.09
Baczynski;Amanda;Massachusetts;9;159.33;654.29;405.80;3652.23
Baczynski;Amanda;Michigan;8;415.16;937.29;703.11;5624.91
Baczynski;Amanda;Minnesota;19;53.80;975.78;585.17;11118.25
Baczynski;Amanda;Mississippi;8;111.37;961.32;553.13;4425.01
Baczynski;Amanda;Missouri;13;46.91;990.55;441.92;5744.97
Baczynski;Amanda;Montana;8;129.94;941.08;583.80;4670.38
Baczynski;Amanda;Nebraska;6;126.57;841.74;617.07;3702.40
Baczynski;Amanda;Nevada;9;83.49;877.59;461.72;4155.45
Baczynski;Amanda;New Hampshire;13;38.31;806.98;412.03;5356.39
Baczynski;Amanda;New Jersey;10;34.50;840.62;501.39;5013.90
Baczynski;Amanda;New Mexico;12;26.42;966.43;637.50;7649.97
Baczynski;Amanda;New York;10;445.18;981.46;756.88;7568.81
Baczynski;Amanda;North Carolina;5;286.56;924.59;524.88;2624.38
Baczynski;Amanda;North Dakota;5;57.04;412.29;267.22;1336.08
Baczynski;Amanda;Ohio;5;31.96;801.26;390.45;1952.25
Baczynski;Amanda;Oklahoma;7;108.21;583.82;306.37;2144.59
Baczynski;Amanda;Oregon;11;56.66;925.90;616.53;6781.82
Baczynski;Amanda;Pennsylvania;9;197.49;914.78;484.54;4360.90
Baczynski;Amanda;Rhode Island;10;71.97;903.00;370.67;3706.73
Baczynski;Amanda;South Carolina;9;165.76;904.92;592.47;5332.25
Baczynski;Amanda;South Dakota;14;78.97;958.25;436.42;6109.89
Baczynski;Amanda;Tennessee;4;96.28;878.71;428.17;1712.68
Baczynski;Amanda;Texas;14;45.23;921.08;481.06;6734.85
Baczynski;Amanda;Utah;5;321.73;885.27;613.26;3066.28
Baczynski;Amanda;Vermont;9;43.93;817.24;411.86;3706.77
Baczynski;Amanda;Virginia;10;140.34;920.40;616.23;6162.27
Baczynski;Amanda;Washington;10;101.02;881.57;516.07;5160.74
Baczynski;Amanda;West Virginia;8;98.95;769.40;421.89;3375.15
Baczynski;Amanda;Wisconsin;12;21.87;923.24;463.27;5559.22
Baczynski;Amanda;Wyoming;10;112.73;966.11;449.63;4496.26
Barrier;Agatha;Alabama;13;75.04;861.77;480.98;6252.73
Barrier;Agatha;Alaska;13;39.95;933.59;570.56;7417.28
Barrier;Agatha;Arizona;9;111.41;970.87;577.30;5195.70
Barrier;Agatha;Arkansas;10;37.42;986.29;380.93;3809.27
Barrier;Agatha;California;5;383.86;909.34;623.63;3118.16
Barrier;Agatha;Colorado;13;65.13;991.99;505.30;6568.92
Barrier;Agatha;Connecticut;13;54.08;931.32;522.18;6788.32
Barrier;Agatha;Delaware;10;72.96;961.25;581.98;5819.85
Barrier;Agatha;Florida;14;41.46;974.23;490.18;6862.51
Barrier;Agatha;Georgia;11;79.22;938.82;566.42;6230.60
Barrier;Agatha;Hawaii;13;131.29;917.30;566.60;7365.79
Barrier;Agatha;Idaho;11;119.57;926.52;569.04;6259.46
Barrier;Agatha;Illinois;8;132.14;869.04;434.42;3475.40
Barrier;Agatha;Indiana;9;73.09;667.17;403.17;3628.53
Barrier;Agatha;Iowa;8;144.30;977.25;546.98;4375.83
Barrier;Agatha;Kansas;15;339.20;770.67;525.33;7879.88
Barrier;Agatha;Kentucky;9;21.02;943.30;500.08;4500.68
Barrier;Agatha;Louisiana;8;142.95;944.91;624.13;4993.03
Barrier;Agatha;Maine;11;72.48;918.57;517.89;5696.81
Barrier;Agatha;Maryland;12;54.85;882.57;489.51;5874.15
Barrier;Agatha;Massachusetts;8;69.30;997.44;588.52;4708.13
Barrier;Agatha;Michigan;12;191.64;809.11;467.93;5615.12
Barrier;Agatha;Minnesota;10;230.58;799.29;481.50;4814.99
Barrier;Agatha;Mississippi;10;74.24;905.76;369.59;3695.92
Barrier;Agatha;Missouri;9;29.38;868.71;438.75;3948.78
Barrier;Agatha;Montana;13;119.21;998.25;522.72;6795.32
Barrier;Agatha;Nebraska;5;95.60;943.64;565.49;2827.44
Barrier;Agatha;Nevada;9;110.72;942.58;459.37;4134.36
Barrier;Agatha;New Hampshire;6;255.36;946.16;694.62;4167.74
Barrier;Agatha;New Jersey;10;101.25;969.52;397.21;3972.08
Barrier;Agatha;New Mexico;10;104.80;981.61;476.04;4760.43
Barrier;Agatha;New York;13;309.49;939.59;579.24;7530.18
Barrier;Agatha;North Carolina;14;110.34;974.26;562.66;7877.25
Barrier;Agatha;North Dakota;4;47.49;952.74;382.23;1528.93
Barrier;Agatha;Ohio;6;189.09;896.56;524.32;3145.92
Barrier;Agatha;Oklahoma;11;61.34;913.12;585.30;6438.29
Barrier;Agatha;Oregon;11;176.18;983.25;696.39;7660.31
Barrier;Agatha;Pennsylvania;16;28.44;993.56;563.00;9007.94
Barrier;Agatha;Rhode Island;13;98.47;905.89;538.18;6996.28
Barrier;Agatha;South Carolina;9;73.96;728.04;408.81;3679.25
Barrier;Agatha;South Dakota;11;101.60;956.78;580.01;6380.11
Barrier;Agatha;Tennessee;13;29.78;997.81;608.47;7910.15
Barrier;Agatha;Texas;12;63.56;994.09;649.38;7792.52
Barrier;Agatha;Utah;11;75.92;945.51;517.27;5689.95
Barrier;Agatha;Vermont;14;189.15;994.95;585.83;8201.61
Barrier;Agatha;Virginia;9;99.93;742.25;483.09;4347.84
Barrier;Agatha;Washington;13;28.10;825.90;453.27;5892.57
Barrier;Agatha;West Virginia;8;222.86;837.39;526.92;4215.32
Barrier;Agatha;Wisconsin;7;85.81;904.39;516.66;3616.65
Barrier;Agatha;Wyoming;9;61.45;813.00;498.88;4489.95
Barrilleaux;Rosemary;Alabama;9;90.57;981.69;449.76;4047.84
Barrilleaux;Rosemary;Alaska;10;36.48;855.71;375.32;3753.23
Barrilleaux;Rosemary;Arizona;7;380.63;985.06;639.55;4476.82
Barrilleaux;Rosemary;Arkansas;4;20.20;575.50;285.33;1141.33
Barrilleaux;Rosemary;California;11;201.22;993.76;618.68;6805.47
Barrilleaux;Rosemary;Colorado;10;118.17;951.87;492.74;4927.37
Barrilleaux;Rosemary;Connecticut;12;77.04;989.02;555.82;6669.90
Barrilleaux;Rosemary;Delaware;9;84.98;960.34;532.38;4791.46
Barrilleaux;Rosemary;Florida;14;164.00;993.60;572.73;8018.23
Barrilleaux;Rosemary;Georgia;13;39.93;905.45;499.53;6493.86
Barrilleaux;Rosemary;Hawaii;11;256.10;900.52;632.83;6961.17
Barrilleaux;Rosemary;Idaho;7;28.88;945.21;452.28;3165.93
Barrilleaux;Rosemary;Illinois;8;295.70;837.48;479.73;3837.82
Barrilleaux;Rosemary;Indiana;7;50.39;815.39;412.79;2889.50
Barrilleaux;Rosemary;Iowa;13;38.98;844.61;519.87;6758.26
Barrilleaux;Rosemary;Kansas;8;22.29;857.93;481.23;3849.84
Barrilleaux;Rosemary;Kentucky;7;176.29;621.74;377.31;2641.18
Barrilleaux;Rosemary;Louisiana;9;170.42;807.90;444.51;4000.58
Barrilleaux;Rosemary;Maine;9;255.54;976.92;567.93;5111.33
Barrilleaux;Rosemary;Maryland;8;34.62;984.49;442.90;3543.22
Barrilleaux;Rosemary;Massachusetts;5;320.75;917.84;725.27;3626.35
Barrilleaux;Rosemary;Michigan;11;59.69;975.67;571.84;6290.21
Barrilleaux;Rosemary;Minnesota;9;169.53;872.22;568.74;5118.66
Barrilleaux;Rosemary;Mississippi;10;45.80;986.80;562.23;5622.29
Barrilleaux;Rosemary;Missouri;4;321.88;911.13;674.69;2698.75
Barrilleaux;Rosemary;Montana;15;89.85;985.00;502.26;7533.97
Barrilleaux;Rosemary;Nebraska;10;24.18;937.35;444.55;4445.51
Barrilleaux;Rosemary;Nevada;9;48.60;936.37;431.12;3880.12
Barrilleaux;Rosemary;New Hampshire;16;62.68;901.83;479.08;7665.26
Barrilleaux;Rosemary;New Jersey;11;51.19;741.01;435.67;4792.35
Barrilleaux;Rosemary;New Mexico;8;156.48;870.44;437.77;3502.19
Barrilleaux;Rosemary;New York;4;519.73;923.73;677.91;2711.65
Barrilleaux;Rosemary;North Carolina;5;356.78;640.27;524.94;2624.69
Barrilleaux;Rosemary;North Dakota;11;85.44;840.72;478.55;5264.09
Barrilleaux;Rosemary;Ohio;12;20.03;870.98;432.68;5192.19
Barrilleaux;Rosemary;Oklahoma;10;71.15;908.00;622.98;6229.82
Barrilleaux;Rosemary;Oregon;8;74.62;996.91;434.23;3473.86
Barrilleaux;Rosemary;Pennsylvania;19;65.25;852.06;324.15;6158.91
Barrilleaux;Rosemary;Rhode Island;6;301.71;603.20;484.66;2907.99
Barrilleaux;Rosemary;South Carolina;5;134.13;848.97;498.99;2494.94
Barrilleaux;Rosemary;South Dakota;16;171.90;985.31;528.65;8458.47
Barrilleaux;Rosemary;Tennessee;5;27.15;815.81;377.26;1886.30
Barrilleaux;Rosemary;Texas;9;78.27;879.85;630.24;5672.17
Barrilleaux;Rosemary;Utah;9;20.21;729.19;306.38;2757.44
Barrilleaux;Rosemary;Vermont;9;101.26;902.85;537.34;4836.07
Barrilleaux;Rosemary;Virginia;8;33.80;864.70;387.26;3098.07
Barrilleaux;Rosemary;Washington;9;237.87;879.99;540.22;4862.01
Barrilleaux;Rosemary;West Virginia;11;75.53;909.66;575.78;6333.55
Barrilleaux;Rosemary;Wisconsin;10;335.82;942.83;602.89;6028.89
Barrilleaux;Rosemary;Wyoming;7;61.79;519.77;255.24;1786.70
Bartle;Richard;Alabama;11;165.98;885.25;549.80;6047.75
Bartle;Richard;Alaska;11;87.52;940.00;439.08;4829.84
Bartle;Richard;Arizona;14;42.75;998.20;561.95;7867.34
Bartle;Richard;Arkansas;10;20.37;980.26;471.27;4712.68
Bartle;Richard;California;9;69.21;979.23;477.13;4294.17
Bartle;Richard;Colorado;9;47.49;917.53;466.67;4200.06
Bartle;Richard;Connecticut;6;302.34;994.70;622.19;3733.13
Bartle;Richard;Delaware;11;48.88;917.47;424.53;4669.79
Bartle;Richard;Florida;14;148.34;975.77;549.61;7694.60
Bartle;Richard;Georgia;8;188.05;909.22;586.79;4694.34
Bartle;Richard;Hawaii;10;361.51;916.13;594.35;5943.54
Bartle;Richard;Idaho;13;94.98;941.93;553.97;7201.55
Bartle;Richard;Illinois;11;46.24;835.83;446.40;4910.43
Bartle;Richard;Indiana;10;23.37;987.32;436.93;4369.34
Bartle;Richard;Iowa;6;122.22;832.11;408.40;2450.39
Bartle;Richard;Kansas;9;85.34;958.63;546.99;4922.89
Bartle;Richard;Kentucky;10;20.70;864.25;500.80;5008.03
Bartle;Richard;Louisiana;12;183.33;942.85;483.84;5806.07
Bartle;Richard;Maine;9;313.49;974.82;712.84;6415.55
Bartle;Richard;Maryland;4;468.58;846.78;590.23;2360.91
Bartle;Richard;Massachusetts;13;28.09;914.40;452.02;5876.24
Bartle;Richard;Michigan;10;283.27;909.52;463.05;4630.50
Bartle;Richard;Minnesota;10;148.57;904.75;569.95;5699.50
Bartle;Richard;Mississippi;10;154.91;834.56;536.07;5360.71
Bartle;Richard;Missouri;7;21.38;961.47;643.47;4504.29
Bartle;Richard;Montana;4;226.53;923.25;613.25;2453.01
Bartle;Richard;Nebraska;11;67.67;969.28;441.12;4852.28
Bartle;Richard;Nevada;9;104.77;973.75;522.63;4703.71
Bartle;Richard;New Hampshire;12;146.64;984.99;613.73;7364.77
Bartle;Richard;New Jersey;12;36.80;879.96;439.04;5268.50
Bartle;Richard;New Mexico;13;36.79;830.48;358.10;4655.34
Bartle;Richard;New York;12;107.90;852.08;507.30;6087.63
Bartle;Richard;North Carolina;8;248.11;979.26;756.61;6052.88
Bartle;Richard;North Dakota;11;73.21;868.43;456.55;5022.00
Bartle;Richard;Ohio;6;52.41;852.48;367.23;2203.37
Bartle;Richard;Oklahoma;13;25.21;834.99;506.77;6588.01
Bartle;Richard;Oregon;10;311.54;973.51;597.37;5973.70
Bartle;Richard;Pennsylvania;19;51.83;793.29;421.07;8000.26
Bartle;Richard;Rhode Island;10;50.43;984.16;435.56;4355.62
Bartle;Richard;South Carolina;11;235.85;917.53;590.48;6495.31
Bartle;Richard;South Dakota;19;239.45;968.87;552.11;10490.09
Bartle;Richard;Tennessee;15;149.24;951.33;622.11;9331.67
Bartle;Richard;Texas;11;259.60;929.21;542.69;5969.58
Bartle;Richard;Utah;7;152.21;992.82;573.86;4016.99
Bartle;Richard;Vermont;9;92.16;960.08;535.38;4818.38
Bartle;Richard;Virginia;7;68.00;969.19;451.18;3158.23
Bartle;Richard;Washington;4;81.21;735.79;402.81;1611.25
Bartle;Richard;West Virginia;6;23.71;741.36;315.83;1894.99
Bartle;Richard;Wisconsin;13;83.00;967.39;553.76;7198.87
Bartle;Richard;Wyoming;4;371.88;914.14;599.18;2396.73
Bateman;Agatha;Alabama;10;40.23;938.24;553.45;5534.53
Bateman;Agatha;Alaska;10;34.97;937.26;405.45;4054.49
Bateman;Agatha;Arizona;12;42.15;984.44;565.04;6780.52
Bateman;Agatha;Arkansas;7;294.41;787.85;497.55;3482.88
Bateman;Agatha;California;6;35.28;944.78;468.54;2811.26
Bateman;Agatha;Colorado;14;99.07;990.61;502.83;7039.62
Bateman;Agatha;Connecticut;14;88.03;986.16;442.00;6188.02
Bateman;Agatha;Delaware;18;68.32;961.30;488.17;8787.13
Bateman;Agatha;Florida;10;300.74;925.58;687.44;6874.42
Bateman;Agatha;Georgia;13;52.55;945.40;391.37;5087.78
Bateman;Agatha;Hawaii;13;161.78;961.62;750.28;9753.70
Bateman;Agatha;Idaho;9;97.10;568.83;344.40;3099.59
Bateman;Agatha;Illinois;10;30.67;928.48;497.64;4976.43
Bateman;Agatha;Indiana;9;147.25;995.86;628.57;5657.15
Bateman;Agatha;Iowa;14;20.43;960.21;407.79;5709.03
Bateman;Agatha;Kansas;9;89.80;998.84;619.06;5571.50
Bateman;Agatha;Kentucky;5;36.38;906.24;608.65;3043.27
Bateman;Agatha;Louisiana;8;161.62;676.13;391.36;3130.85
Bateman;Agatha;Maine;11;76.03;941.70;340.84;3749.20
Bateman;Agatha;Maryland;7;215.75;967.09;685.02;4795.15
Bateman;Agatha;Massachusetts;13;24.51;948.53;576.31;7492.04
Bateman;Agatha;Michigan;9;135.18;925.11;463.83;4174.48
Bateman;Agatha;Minnesota;5;60.08;802.28;459.61;2298.03
Bateman;Agatha;Mississippi;11;52.06;975.69;501.48;5516.27
Bateman;Agatha;Missouri;10;73.79;993.68;566.20;5661.96
Bateman;Agatha;Montana;12;51.88;967.98;515.47;6185.69
Bateman;Agatha;Nebraska;11;190.42;996.29;618.73;6806.05
Bateman;Agatha;Nevada;9;72.58;957.74;504.52;4540.71
Bateman;Agatha;New Hampshire;5;334.53;820.40;524.39;2621.93
Bateman;Agatha;New Jersey;8;266.30;924.45;719.64;5757.11
Bateman;Agatha;New Mexico;11;209.25;910.47;560.09;6160.96
Bateman;Agatha;New York;7;116.58;979.03;557.34;3901.37
Bateman;Agatha;North Carolina;8;486.28;957.04;689.70;5517.60
Bateman;Agatha;North Dakota;9;40.49;882.59;387.45;3487.02
Bateman;Agatha;Ohio;10;45.25;954.67;461.11;4611.06
Bateman;Agatha;Oklahoma;13;51.91;992.97;464.62;6040.04
Bateman;Agatha;Oregon;13;20.39;954.10;520.87;6771.26
Bateman;Agatha;Pennsylvania;9;75.79;736.19;406.96;3662.60
Bateman;Agatha;Rhode Island;8;200.74;912.43;551.51;4412.09
Bateman;Agatha;South Carolina;10;27.66;957.56;475.87;4758.71
Bateman;Agatha;South Dakota;8;243.55;999.67;661.55;5292.37
Bateman;Agatha;Tennessee;16;24.97;937.73;548.10;8769.57
Bateman;Agatha;Texas;10;139.08;880.45;454.76;4547.63
Bateman;Agatha;Utah;11;21.21;915.96;479.44;5273.81
Bateman;Agatha;Vermont;14;151.39;885.92;570.19;7982.70
Bateman;Agatha;Virginia;12;125.00;825.98;531.68;6380.21
Bateman;Agatha;Washington;15;43.70;931.76;570.27;8554.04
Bateman;Agatha;West Virginia;9;102.84;901.85;459.09;4131.85
Bateman;Agatha;Wisconsin;5;175.22;607.80;403.62;2018.10
Bateman;Agatha;Wyoming;13;116.53;970.70;611.57;7950.47
Bayat;Raquel;Alabama;4;58.30;643.95;420.36;1681.45
Bayat;Raquel;Alaska;7;149.88;998.60;541.26;3788.81
Bayat;Raquel;Arizona;7;35.25;951.92;549.82;3848.74
Bayat;Raquel;Arkansas;15;33.56;984.47;533.24;7998.57
Bayat;Raquel;California;12;99.86;841.95;384.50;4614.05
Bayat;Raquel;Colorado;5;408.37;927.94;647.13;3235.66
Bayat;Raquel;Connecticut;8;152.48;909.65;630.07;5040.58
Bayat;Raquel;Delaware;13;149.34;911.81;593.85;7720.02
Bayat;Raquel;Florida;12;59.14;924.37;465.54;5586.46
Bayat;Raquel;Georgia;10;159.52;868.61;558.43;5584.32
Bayat;Raquel;Hawaii;14;96.47;975.51;475.04;6650.54
Bayat;Raquel;Idaho;3;318.53;621.48;432.33;1296.98
Bayat;Raquel;Illinois;9;134.02;995.63;583.98;5255.79
Bayat;Raquel;Indiana;12;86.01;928.18;456.60;5479.18
Bayat;Raquel;Iowa;11;47.17;968.59;494.16;5435.72
Bayat;Raquel;Kansas;13;64.14;876.32;504.48;6558.30
Bayat;Raquel;Kentucky;13;46.08;967.09;522.79;6796.23
Bayat;Raquel;Louisiana;5;181.20;983.40;479.08;2395.41
Bayat;Raquel;Maine;17;44.08;948.07;477.71;8121.09
Bayat;Raquel;Maryland;11;20.47;977.44;406.87;4475.53
Bayat;Raquel;Massachusetts;9;119.65;933.44;513.11;4618.03
Bayat;Raquel;Michigan;9;51.06;955.80;417.42;3756.75
Bayat;Raquel;Minnesota;8;120.26;985.19;628.12;5024.94
Bayat;Raquel;Mississippi;7;169.99;867.49;573.39;4013.74
Bayat;Raquel;Missouri;5;115.23;968.66;573.37;2866.83
Bayat;Raquel;Montana;14;71.48;897.63;502.99;7041.92
Bayat;Raquel;Nebraska;11;75.76;992.83;597.17;6568.85
Bayat;Raquel;Nevada;8;68.30;899.27;543.88;4351.00
Bayat;Raquel;New Hampshire;11;139.98;984.54;582.28;6405.08
Bayat;Raquel;New Jersey;11;111.17;948.81;371.93;4091.27
Bayat;Raquel;New Mexico;9;138.92;998.09;557.64;5018.77
Bayat;Raquel;New York;13;35.76;912.28;494.69;6431.02
Bayat;Raquel;North Carolina;8;211.42;955.22;531.90;4255.19
Bayat;Raquel;North Dakota;10;56.76;997.98;583.39;5833.91
Bayat;Raquel;Ohio;13;122.29;752.87;333.95;4341.33
Bayat;Raquel;Oklahoma;10;43.53;943.85;539.47;5394.71
Bayat;Raquel;Oregon;14;33.31;993.40;449.93;6298.97
Bayat;Raquel;Pennsylvania;14;38.95;934.04;466.86;6536.00
Bayat;Raquel;Rhode Island;10;120.56;822.22;483.69;4836.94
Bayat;Raquel;South Carolina;13;193.91;954.13;564.93;7344.15
Bayat;Raquel;South Dakota;14;129.20;976.69;559.01;7826.12
Bayat;Raquel;Tennessee;7;28.94;995.35;403.60;2825.18
Bayat;Raquel;Texas;7;64.16;789.08;415.47;2908.28
Bayat;Raquel;Utah;5;124.47;824.85;376.87;1884.35
Bayat;Raquel;Vermont;12;51.62;929.29;459.20;5510.41
Bayat;Raquel;Virginia;18;50.87;905.13;475.21;8553.86
Bayat;Raquel;Washington;10;140.92;897.65;467.24;4672.43
Bayat;Raquel;West Virginia;3;58.47;814.72;444.68;1334.05
Bayat;Raquel;Wisconsin;5;51.88;739.08;233.09;1165.45
Bayat;Raquel;Wyoming;11;28.20;974.22;456.45;5020.98
Beanston;Annabel;Alabama;12;162.40;995.93;471.47;5657.69
Beanston;Annabel;Alaska;10;38.91;900.90;444.07;4440.72
Beanston;Annabel;Arizona;6;318.99;888.27;681.29;4087.73
Beanston;Annabel;Arkansas;8;115.68;652.31;337.36;2698.91
Beanston;Annabel;California;9;170.44;969.66;581.05;5229.43
Beanston;Annabel;Colorado;12;89.33;790.92;376.82;4521.84
Beanston;Annabel;Connecticut;13;72.37;756.28;392.02;5096.32
Beanston;Annabel;Delaware;5;147.92;820.14;444.32;2221.60
Beanston;Annabel;Florida;7;55.62;934.01;424.68;2972.76
Beanston;Annabel;Georgia;7;86.17;944.06;434.75;3043.23
Beanston;Annabel;Hawaii;8;184.67;853.84;518.30;4146.38
Beanston;Annabel;Idaho;11;153.33;979.49;597.09;6567.96
Beanston;Annabel;Illinois;8;77.82;978.04;446.06;3568.44
Beanston;Annabel;Indiana;14;28.86;984.68;422.14;5909.93
Beanston;Annabel;Iowa;14;83.82;996.95;627.42;8783.92
Beanston;Annabel;Kansas;9;78.10;999.50;459.32;4133.88
Beanston;Annabel;Kentucky;8;122.56;602.69;361.86;2894.84
Beanston;Annabel;Louisiana;12;63.75;873.90;520.19;6242.23
Beanston;Annabel;Maine;11;104.80;841.49;395.28;4348.06
Beanston;Annabel;Maryland;11;58.14;981.94;446.47;4911.20
Beanston;Annabel;Massachusetts;11;25.69;898.08;352.05;3872.54
Beanston;Annabel;Michigan;9;45.18;953.11;531.56;4784.05
Beanston;Annabel;Minnesota;7;24.39;898.95;387.98;2715.87
Beanston;Annabel;Mississippi;8;52.37;898.17;477.07;3816.54
Beanston;Annabel;Missouri;11;81.83;990.69;537.37;5911.06
Beanston;Annabel;Montana;4;51.86;917.18;331.02;1324.10
Beanston;Annabel;Nebraska;2;346.52;355.35;350.94;701.87
Beanston;Annabel;Nevada;14;24.33;947.21;433.78;6072.86
Beanston;Annabel;New Hampshire;8;68.67;981.02;523.70;4189.64
Beanston;Annabel;New Jersey;12;59.20;987.86;450.64;5407.66
Beanston;Annabel;New Mexico;8;189.43;935.00;468.51;3748.05
Beanston;Annabel;New York;12;46.54;792.22;443.73;5324.72
Beanston;Annabel;North Carolina;14;57.36;992.94;567.93;7951.07
Beanston;Annabel;North Dakota;9;208.07;920.89;536.22;4825.99
Beanston;Annabel;Ohio;8;55.86;939.40;496.12;3968.94
Beanston;Annabel;Oklahoma;14;28.56;748.05;378.75;5302.53
Beanston;Annabel;Oregon;13;51.51;858.09;541.96;7045.50
Beanston;Annabel;Pennsylvania;10;120.64;737.94;478.51;4785.06
Beanston;Annabel;Rhode Island;12;87.16;982.02;509.70;6116.42
Beanston;Annabel;South Carolina;9;105.62;762.30;465.62;4190.58
Beanston;Annabel;South Dakota;10;235.68;856.27;611.01;6110.12
Beanston;Annabel;Tennessee;19;24.17;984.87;469.29;8916.46
Beanston;Annabel;Texas;14;112.94;939.00;524.29;7340.12
Beanston;Annabel;Utah;9;343.99;982.16;641.10;5769.90
Beanston;Annabel;Vermont;10;95.71;945.67;450.17;4501.73
Beanston;Annabel;Virginia;11;20.26;967.61;514.00;5654.05
Beanston;Annabel;Washington;13;76.41;988.78;547.89;7122.54
Beanston;Annabel;West Virginia;8;152.59;835.46;452.21;3617.67
Beanston;Annabel;Wisconsin;5;118.61;897.21;572.08;2860.39
Beanston;Annabel;Wyoming;4;247.49;515.06;396.48;1585.92
Belding;Agnes;Alabama;6;59.14;941.45;410.62;2463.74
Belding;Agnes;Alaska;13;49.33;899.23;431.45;5608.87
Belding;Agnes;Arizona;10;78.25;888.89;569.38;5693.82
Belding;Agnes;Arkansas;13;55.25;868.48;376.95;4900.40
Belding;Agnes;California;11;83.99;922.33;556.23;6118.53
Belding;Agnes;Colorado;15;220.53;942.48;626.31;9394.71
Belding;Agnes;Connecticut;11;149.49;984.83;577.22;6349.37
Belding;Agnes;Delaware;14;72.92;979.39;646.11;9045.61
Belding;Agnes;Florida;4;104.69;871.65;461.25;1844.99
Belding;Agnes;Georgia;12;98.85;752.79;505.72;6068.64
Belding;Agnes;Hawaii;13;159.92;998.25;592.62;7704.01
Belding;Agnes;Idaho;12;151.94;913.34;596.03;7152.41
Belding;Agnes;Illinois;8;264.97;934.24;572.05;4576.42
Belding;Agnes;Indiana;7;74.19;950.04;482.64;3378.45
Belding;Agnes;Iowa;7;147.84;712.19;455.11;3185.75
Belding;Agnes;Kansas;12;35.75;694.49;401.01;4812.13
Belding;Agnes;Kentucky;11;103.99;974.61;645.49;7100.41
Belding;Agnes;Louisiana;13;172.60;902.88;486.64;6326.28
Belding;Agnes;Maine;5;22.86;950.78;461.61;2308.05
Belding;Agnes;Maryland;4;145.62;755.93;336.11;1344.43
Belding;Agnes;Massachusetts;7;267.31;949.16;623.39;4363.74
Belding;Agnes;Michigan;17;35.60;995.66;548.79;9329.45
Belding;Agnes;Minnesota;13;48.54;808.34;414.20;5384.58
Belding;Agnes;Mississippi;7;81.66;893.49;440.26;3081.83
Belding;Agnes;Missouri;8;55.88;993.99;583.13;4665.02
Belding;Agnes;Montana;11;70.90;753.19;410.32;4513.56
Belding;Agnes;Nebraska;10;28.29;987.21;548.61;5486.13
Belding;Agnes;Nevada;16;156.91;978.78;658.54;10536.57
Belding;Agnes;New Hampshire;7;184.06;919.61;743.36;5203.54
Belding;Agnes;New Jersey;10;104.67;991.42;615.51;6155.09
Belding;Agnes;New Mexico;11;89.84;926.84;380.95;4190.41
Belding;Agnes;New York;12;105.19;884.03;613.09;7357.04
Belding;Agnes;North Carolina;12;64.33;968.76;447.13;5365.59
Belding;Agnes;North Dakota;12;35.39;997.82;559.33;6711.96
Belding;Agnes;Ohio;11;76.28;904.33;470.72;5177.91
Belding;Agnes;Oklahoma;10;227.26;932.13;570.19;5701.93
Belding;Agnes;Oregon;10;168.76;969.77;697.31;6973.05
Belding;Agnes;Pennsylvania;19;79.41;992.94;472.92;8985.43
Belding;Agnes;Rhode Island;17;259.47;969.44;606.50;10310.43
Belding;Agnes;South Carolina;4;442.92;829.66;657.95;2631.80
Belding;Agnes;South Dakota;12;24.01;969.52;520.75;6248.95
